FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,MM/DD/YY h:mm:ss.nnnnnnnnn
StartTime,05/20/20 07:42:35.002441406
TimeFormat,Standard

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
4191:ch1,Timeseries,2048Hz,,,,,,
4191:ch2,Timeseries,2048Hz,,,,,,
4191:ch3,Timeseries,2048Hz,,,,,,

DATA_START
Time,4191:ch1,4191:ch2,4191:ch3
05/20/20 07:42:35.002441406,-0.005259188002128212,-0.005546525594581908,-0.9947931055539811
05/20/20 07:42:35.002929687,-0.01228321391090503,-0.005246292953870579,-0.9993434075331606
05/20/20 07:42:35.003417968,-0.00364666843552186,-0.002392133304510935,-0.9972406164670247
05/20/20 07:42:35.003906249,-0.01101428204856347,-0.001417352003500127,-0.9949501445953501
05/20/20 07:42:35.004394531,0.0002225976431873278,-0.0009065666017704643,-1.009949288156349
05/20/20 07:42:35.004882812,-0.00794932355029232,-0.001105421987176669,-1.006486768805189
05/20/20 07:42:35.005371093,-0.0153442680034459,-0.004189630023574864,-1.007371549745585
05/20/20 07:42:35.005859374,-0.004775041691573279,-0.005063034069280548,-1.00504660588922
05/20/20 07:42:35.006347656,-0.01234177999685926,-0.003889397382863535,-0.996068568987539
05/20/20 07:42:35.006835937,-0.002541721613852133,-0.003113471467258933,-0.9981943413768022
05/20/20 07:42:35.007324218,-0.008000080824785982,0.0006959738570913032,-1.00222756358562
05/20/20 07:42:35.007812499,-0.005919032570545824,0.004119405786241259,-1.011902700622159
05/20/20 07:42:35.008300781,-0.01454776923446843,-0.003398107607154088,-1.006283767117566
05/20/20 07:42:35.008789062,-0.009065983589152893,0.0005322105985214876,-1.002576113653049
05/20/20 07:42:35.009277343,-0.006075208799757092,0.0002319779578101588,-0.9986348167367396
05/20/20 07:42:35.009765624,-0.006379752446719067,-0.003632055119396682,-0.9990867827582406
05/20/20 07:42:35.010253906,-0.02505452505465655,-0.003261638225012575,-1.00187518329767
05/20/20 07:42:35.010742187,0.002284123868776078,-0.003916691259291838,-0.998918253055308
05/20/20 07:42:35.011230468,-0.01490307015592407,-0.003464392735622823,-0.9937206438080466
05/20/20 07:42:35.011718749,-0.01117045827777474,0.0004230350928082771,-1.004023937010061
05/20/20 07:42:35.012207031,-0.01742531625768606,-0.001491435382376949,-1.013691413605557
05/20/20 07:42:35.012695312,-0.004685240359776799,-0.006260065506921819,-1.004671244278143
05/20/20 07:42:35.013183593,-0.01042081237756065,-0.002423326306143281,-0.9945173296764551
05/20/20 07:42:35.013671874,-0.002697897843063402,-0.003862103506435233,-0.9993357470921183
05/20/20 07:42:35.014160156,-0.01123683317518953,-0.007460996069767134,-0.9972329560259823
05/20/20 07:42:35.014648437,-0.004017586979898624,-0.007000899295690033,-0.9974934110214235
05/20/20 07:42:35.015136718,-0.01013969516498037,-0.001725382894619543,-1.001419387055648
05/20/20 07:42:35.015624999,-0.006071304394026811,-0.0005946365854470059,-1.001511312348157
05/20/20 07:42:35.016113281,-0.0001522253069197177,0.004135002287057432,-1.001706653594738
05/20/20 07:42:35.016601562,-0.0204082822356213,-0.003866002631639276,-1.007183868940047
05/20/20 07:42:35.017089843,0.001507147128450015,-0.005125420072545239,-1.009164092949504
05/20/20 07:42:35.017578124,-0.02227068376896568,-0.006088503997943917,-1.000898477064766
05/20/20 07:42:35.018066406,-0.003658381652712706,-0.009051839153016772,-0.9910663009868586
05/20/20 07:42:35.018554687,-0.01703878009038817,-0.006915118541201082,-0.996972501030541
05/20/20 07:42:35.019042968,-0.003357742411481013,-0.003745129750313936,-0.9957621513458434
05/20/20 07:42:35.019531249,-0.01313827876583673,-0.001846255775944883,-0.9803072115428222
05/20/20 07:42:35.020019531,-0.001225936882747192,-0.001007943857075588,-0.9987497233523754
05/20/20 07:42:35.020507812,-0.02479683427645796,-0.004696516300100484,-1.004452921708435
05/20/20 07:42:35.020996093,-0.004060535442931723,-0.007188057305484108,-1.001863692636107
05/20/20 07:42:35.021484374,-0.01949855570046566,-0.005172209574993758,-0.9966431020657183
05/20/20 07:42:35.021972656,-0.01104161288867544,-0.006575894648449321,-1.005732215362514
05/20/20 07:42:35.022460937,-0.004201094049221865,-0.007234846807932627,-1.003303855552076
05/20/20 07:42:35.022949218,-0.002994632678564813,-0.009445650798625138,-0.9907713740067265
05/20/20 07:42:35.023437499,-0.005926841382006387,-0.00131207562299096,-0.9972329560259823
05/20/20 07:42:35.023925781,-0.007102067506821186,-0.002657273818385875,-0.9956817167148984
05/20/20 07:42:35.024414062,-0.01262680161516982,-0.003538476114499645,-0.9963864772907982
05/20/20 07:42:35.024902343,-0.01705049330757902,-0.005605012472642557,-1.002629736740346
05/20/20 07:42:35.025390624,-0.0005778055315204256,-0.0001813293138184235,-1.001748786020471
05/20/20 07:42:35.025878906,-0.02412918089657978,-0.003132967093279149,-1.001733465138386
05/20/20 07:42:35.026367187,-0.006797523859859211,-0.009336475292911928,-0.9954902056888386
05/20/20 07:42:35.026855468,-0.01531303275760365,-0.006295157633758208,-1.001453859040339
05/20/20 07:42:35.027343749,0.003369548661794397,-0.005846758235293237,-1.002277356452396
05/20/20 07:42:35.027832031,-0.01849902783351354,-0.006860530788344477,-0.9907483926835994
05/20/20 07:42:35.028320312,-0.005997120685151458,-0.006681171028958488,-0.9960149459002423
05/20/20 07:42:35.028808593,-0.02351228479119527,-0.005644003724682989,-0.9990829525377194
05/20/20 07:42:35.029296874,-0.0006597980518563418,-0.008923168021283345,-1.000699305597664
05/20/20 07:42:35.029785156,-0.01960007024945298,-0.001896944403597445,-0.9941764400500688
05/20/20 07:42:35.030273437,-0.002697897843063402,0.0007973511123964272,-1.003847746866086
05/20/20 07:42:35.030761718,-0.01024901852542826,-0.00309787496644276,-0.9957583211253223
05/20/20 07:42:35.031249999,-0.01149452395338812,-0.006100201373556047,-0.9974742599188176
05/20/20 07:42:35.031738281,-0.002818934420702135,-0.005012345441627986,-0.9897525353480887
05/20/20 07:42:35.032226562,-0.008031316070628236,-0.005238494703462493,-0.9983130782129592
05/20/20 07:42:35.032714843,-0.01285325714752616,-0.006544701646816975,-1.005950537932222
05/20/20 07:42:35.033203124,-0.01709344177061212,-0.007406408316910529,-1.00546409992603
05/20/20 07:42:35.033691406,0.0006794131136302894,-0.001121018487992842,-0.9937704366748221
05/20/20 07:42:35.034179687,-0.02033019412101567,-0.0006492243383036111,-0.9977730171194708
05/20/20 07:42:35.034667968,-0.01247452979168884,-0.004111647519493999,-0.9992974448869063
05/20/20 07:42:35.035156249,-0.006516406647278927,-0.001503132757989079,-0.9976044874165382
05/20/20 07:42:35.035644531,-0.001952156348579592,4.092082281204057e-05,-1.001254687573237
05/20/20 07:42:35.036132812,-0.02551134052509951,-0.007332324938033707,-1.004996813022444
05/20/20 07:42:35.036621093,0.00657116136062541,-0.005031841067648202,-0.9945096692354127
05/20/20 07:42:35.037109374,-0.01561367199883534,-0.001822861024720623,-0.9979951699097001
05/20/20 07:42:35.037597656,-0.01004989383318389,-0.0008870709757502482,-1.009784588673938
05/20/20 07:42:35.038085937,-0.0114359578674339,-0.0004542680781014496,-1.002265865790832
05/20/20 07:42:35.038574218,-0.00308052960463101,-0.003830910504802887,-0.9973861648468301
05/20/20 07:42:35.039062499,-0.01924476932799735,-0.000832483222893643,-0.9953369968679908
05/20/20 07:42:35.039550781,-0.01183030284619235,-0.002902918706240598,-1.000699305597664
05/20/20 07:42:35.040039062,-0.002971206244183122,-0.00371393674868159,-0.9930771667604859
05/20/20 07:42:35.040527343,0.005485736567607091,-0.005164411324585672,-0.9967005553735362
05/20/20 07:42:35.041015624,-0.01610562712085084,-0.002707962446038437,-1.003403441285627
05/20/20 07:42:35.041503906,-0.02038095139550933,-0.008595641504143714,-1.005601987864793
05/20/20 07:42:35.041992187,-0.001378208706228179,-0.007577969825888431,-0.9872628920093121
05/20/20 07:42:35.042480468,-0.0209431858206699,-0.002474014933795843,-1.00193646682601
05/20/20 07:42:35.042968749,-0.01996317998236918,-0.005437350088868698,-1.010060364551464
05/20/20 07:42:35.043457031,-0.0104754740577846,-0.004388485408981069,-1.000729947361833
05/20/20 07:42:35.043945312,-0.001756936062065506,-0.008392886993533466,-0.9967541784608329
05/20/20 07:42:35.044433593,-0.0198304301875396,-0.007125671302219416,-1.000921458387893
